,gender,agecat,area,traffic_index,veh_value00,veh_ageIndex,credit_score,age,claim_ind,veh_body2,num_claims,claim_amount
6640,M,3,F,52,2.28,4,35,37,0,HDTOP,0,0.0
6641,F,4,B,100,0.93,4,62,48,0,STNWG,0,0.0
6642,F,2,C,89,4.37,2,63,30,0,SEDAN,0,0.0
6643,F,5,C,49,2.19,3,13,57,0,SEDAN,0,0.0
6644,F,2,A,100,2.75,3,37,29,0,HBACK,0,0.0
6645,M,5,E,91,5.7,2,13,64,0,UTE,0,0.0
6646,F,2,B,111,3.38,2,73,26,0,HBACK,0,0.0
6647,F,3,C,88,0.96,4,94,44,0,STNWG,0,0.0
6648,M,2,C,125,1.3,4,91,28,0,SEDAN,0,0.0
6649,M,2,E,81,6.38,1,46,33,0,STNWG,0,0.0
6650,M,5,C,127,1.83,4,53,64,0,SEDAN,0,0.0
6651,F,2,F,174,3.54,4,78,35,0,HDTOP,0,0.0
6652,M,2,B,130,1.54,4,83,33,0,HBACK,0,0.0
6653,F,2,A,50,3.7,3,80,35,0,SEDAN,0,0.0
6654,F,2,C,50,2.97,3,96,32,0,HBACK,0,0.0
6655,M,3,F,100,9.69,1,81,45,0,STNWG,0,0.0
6656,M,3,B,100,6.48,2,88,42,0,UTE,0,0.0
6657,M,6,B,100,2.7,3,91,76,0,SEDAN,0,0.0
6658,M,2,C,115,10.75,1,78,30,0,STNWG,0,0.0
6659,M,3,C,80,6.51,1,70,44,0,STNWG,0,0.0
6660,M,2,C,71,9.99,1,38,33,0,STNWG,0,0.0
6661,M,5,B,103,4.81,2,98,58,0,SEDAN,0,0.0
6662,F,6,C,100,1.9,3,94,84,0,HBACK,0,0.0
6663,F,1,B,100,6.18,3,92,23,0,STNWG,0,0.0
6664,F,3,C,86,3.74,3,61,41,0,HBACK,0,0.0
6665,M,2,A,100,2.01,3,78,35,0,HBACK,0,0.0
6666,F,1,D,41,3.99,1,95,18,0,SEDAN,0,0.0
6667,F,2,F,96,4.09,4,86,31,0,STNWG,0,0.0
6668,F,2,E,43,2.85,4,34,26,1,TRUCK,1,1980.15
6669,F,4,C,58,1.74,4,88,54,0,SEDAN,0,0.0
6670,F,4,A,100,0.6,4,75,45,0,HBACK,0,0.0
6671,M,4,A,100,3.25,4,77,50,0,TRUCK,0,0.0
6672,F,4,D,72,3.38,2,29,48,0,UTE,0,0.0
6673,M,6,B,102,3.65,2,89,95,0,SEDAN,0,0.0
6674,F,1,E,80,3.5,1,81,17,0,HBACK,0,0.0
6675,F,3,E,92,4.72,3,15,38,1,STNWG,2,4186.65
6676,M,3,E,110,3.38,2,76,43,0,UTE,0,0.0
6677,F,2,C,94,3.09,1,60,31,0,HBACK,0,0.0
6678,F,2,D,68,2.01,3,97,33,0,HBACK,0,0.0
6679,M,6,B,100,11.6,1,53,71,0,SEDAN,0,0.0
6680,M,5,C,58,3.15,1,81,56,0,HBACK,0,0.0
6681,M,4,C,21,2.56,4,58,52,0,HBACK,0,0.0
6682,F,2,F,166,11.85,2,92,31,0,STNWG,0,0.0
6683,F,3,A,100,3.09,1,95,36,0,HBACK,0,0.0
6684,M,2,D,67,3.38,2,92,28,0,STNWG,0,0.0
6685,M,2,B,72,4.05,3,32,31,0,SEDAN,0,0.0
6686,M,4,C,53,3.38,2,65,49,0,STNWG,0,0.0
6687,F,6,C,105,4.72,2,65,84,0,SEDAN,0,0.0
6688,F,4,A,100,3.38,2,91,46,0,STNWG,0,0.0
6689,F,5,A,80,4.12,3,87,60,0,SEDAN,0,0.0
6690,F,2,E,100,4.38,2,85,29,1,SEDAN,1,1918.0
6691,F,5,C,100,3.24,2,13,63,0,HBACK,0,0.0
6692,M,2,D,130,5.19,3,95,30,0,UTE,0,0.0
6693,F,4,D,121,3.38,2,96,51,0,HBACK,0,0.0
6694,F,5,B,100,3.6,3,70,59,0,SEDAN,0,0.0
6695,M,2,C,156,2.88,4,76,34,0,STNWG,0,0.0
6696,F,6,B,116,3.66,2,81,105,0,HBACK,0,0.0
6697,M,4,A,108,3.87,2,69,49,0,SEDAN,0,0.0
6698,M,5,E,85,6.0,1,88,64,0,SEDAN,0,0.0
6699,F,3,B,100,4.17,1,83,41,0,SEDAN,0,0.0
6700,F,2,B,87,2.1,3,95,29,0,HBACK,0,0.0
6701,M,4,B,100,3.82,1,74,46,0,HBACK,0,0.0
6702,F,4,A,105,3.38,2,89,53,0,STNWG,0,0.0
6703,F,6,F,89,7.51,3,95,100,0,STNWG,0,0.0
6704,F,4,C,59,2.7,3,45,50,0,SEDAN,0,0.0
6705,F,4,C,145,3.38,1,94,53,0,SEDAN,0,0.0
6706,M,5,A,71,39.13,1,52,65,0,SEDAN,0,0.0
6707,M,5,B,85,1.14,4,89,56,0,HBACK,0,0.0
6708,F,5,C,114,1.71,2,97,61,0,SEDAN,0,0.0
6709,F,6,E,100,3.38,2,88,84,0,SEDAN,0,0.0
6710,F,3,B,139,2.91,3,71,44,0,SEDAN,0,0.0
6711,F,3,D,69,5.96,3,81,39,0,STNWG,0,0.0
6712,F,2,A,136,5.64,3,93,29,0,UTE,0,0.0
6713,M,4,A,100,3.46,3,87,46,0,HDTOP,0,0.0
6714,F,5,B,140,4.17,2,83,60,0,HBACK,0,0.0
6715,M,2,C,187,2.79,3,42,33,0,SEDAN,0,0.0
6716,M,3,F,100,3.38,2,81,39,0,STNWG,0,0.0
6717,M,5,B,100,1.58,4,96,62,0,SEDAN,0,0.0
6718,M,3,C,135,5.7,2,74,45,0,UTE,0,0.0
6719,M,6,A,82,2.13,4,95,86,0,SEDAN,0,0.0
6720,F,2,A,150,2.49,3,72,35,0,HBACK,0,0.0
6721,M,4,B,76,3.38,4,81,48,0,UTE,0,0.0
6722,F,4,A,71,1.03,4,88,46,0,STNWG,0,0.0
6723,M,5,A,108,5.82,3,56,55,1,TRUCK,1,1843.51
6724,F,3,C,105,3.88,4,86,42,0,MIBUS,0,0.0
6725,F,3,F,103,3.38,3,94,36,0,STNWG,0,0.0
6726,F,4,B,137,3.25,3,99,54,0,SEDAN,0,0.0
6727,M,4,C,100,1.95,3,100,54,1,SEDAN,1,1719.5
6728,M,5,B,100,4.23,2,97,57,0,HBACK,0,0.0
6729,F,4,D,141,10.43,2,78,51,0,STNWG,0,0.0
6730,M,3,C,129,3.41,4,61,41,0,COUPE,0,0.0
6731,F,5,A,90,6.25,3,95,58,0,STNWG,0,0.0
6732,F,1,A,120,3.19,1,67,22,0,HBACK,0,0.0
6733,F,2,F,132,7.2,3,88,32,0,STNWG,0,0.0
6734,M,2,B,100,3.15,3,47,28,0,SEDAN,0,0.0
6735,M,6,C,130,0.63,4,87,79,0,HBACK,0,0.0
6736,F,5,C,100,2.79,2,90,61,0,HBACK,0,0.0
6737,F,4,B,96,3.63,2,81,51,0,SEDAN,0,0.0
6738,M,2,F,28,4.77,2,93,26,0,STNWG,0,0.0
6739,F,4,D,100,3.38,4,81,54,0,HBACK,0,0.0
6740,F,4,F,119,16.47,1,74,51,0,STNWG,0,0.0
6741,F,3,B,100,5.8,2,91,39,0,HBACK,0,0.0
6742,M,3,B,77,1.59,2,75,44,0,SEDAN,0,0.0
6743,F,3,C,143,0.76,4,91,41,0,STNWG,0,0.0
6744,M,2,A,72,2.46,4,83,25,0,STNWG,0,0.0
6745,F,2,A,109,3.88,3,81,31,1,HDTOP,1,1884.44
6746,M,6,C,117,3.38,2,35,91,0,HBACK,0,0.0
6747,M,3,A,100,8.21,2,70,45,0,STNWG,0,0.0
6748,M,3,C,157,2.85,4,87,43,0,STNWG,0,0.0
6749,F,4,B,100,2.13,3,79,47,0,SEDAN,0,0.0
6750,M,5,B,111,3.38,2,86,59,0,STNWG,0,0.0
6751,M,6,B,73,3.65,4,87,85,0,SEDAN,0,0.0
6752,M,3,E,114,2.75,3,76,41,1,HBACK,1,1765.92
6753,F,3,B,100,4.14,3,91,40,0,HBACK,0,0.0
6754,M,5,C,100,3.38,2,78,61,0,SEDAN,0,0.0
6755,M,4,B,58,3.74,2,70,47,1,SEDAN,1,2194.63
6756,M,4,E,128,11.52,2,60,52,0,STNWG,0,0.0
6757,F,5,C,138,8.43,1,70,64,0,STNWG,0,0.0
6758,F,4,D,99,3.38,2,79,54,0,HBACK,0,0.0
6759,F,3,A,79,6.69,3,57,38,0,STNWG,0,0.0
6760,M,1,D,44,3.33,3,71,19,0,UTE,0,0.0
6761,F,4,C,100,1.59,4,87,54,0,SEDAN,0,0.0
6762,M,4,B,90,12.75,1,70,46,0,STNWG,0,0.0
6763,F,3,F,143,4.95,1,67,35,0,SEDAN,0,0.0
6764,M,5,B,75,1.59,4,94,58,0,SEDAN,0,0.0
6765,F,3,C,100,2.96,1,93,38,0,HBACK,0,0.0
6766,M,1,A,101,4.12,1,99,25,0,HBACK,0,0.0
6767,M,2,A,100,12.46,2,78,27,0,STNWG,0,0.0
6768,F,3,A,135,3.06,1,92,41,0,HBACK,0,0.0
6769,M,4,A,56,5.88,1,87,53,1,SEDAN,1,2012.61
6770,M,2,E,100,3.5,3,91,31,0,SEDAN,0,0.0
6771,M,5,B,101,3.88,2,49,62,0,SEDAN,0,0.0
6772,M,2,A,101,4.47,4,88,29,0,UTE,0,0.0
6773,M,4,C,55,3.06,2,78,45,0,HBACK,0,0.0
6774,F,5,E,82,3.38,2,52,59,0,HBACK,0,0.0
6775,F,2,E,153,2.34,2,76,28,0,HBACK,0,0.0
6776,F,1,A,84,4.28,2,48,25,0,HBACK,0,0.0
6777,F,2,C,74,4.44,2,97,27,0,STNWG,0,0.0
6778,M,3,E,79,12.4,1,83,40,0,STNWG,0,0.0
6779,F,4,C,100,1.59,4,74,51,0,HBACK,0,0.0
6780,F,3,F,100,3.38,2,97,37,0,STNWG,0,0.0
6781,M,3,C,128,6.45,2,88,35,0,STNWG,0,0.0
6782,M,5,F,41,3.99,4,89,58,0,STNWG,0,0.0
6783,F,5,D,161,3.69,2,95,58,0,SEDAN,0,0.0
6784,F,3,C,100,2.37,4,71,43,0,STNWG,0,0.0
6785,M,5,C,19,5.88,3,89,62,1,STNWG,1,1758.54
6786,F,1,B,96,2.25,3,99,24,0,HBACK,0,0.0
6787,F,2,A,164,4.37,1,93,26,0,SEDAN,0,0.0
6788,F,3,F,75,1.8,4,85,36,0,UTE,0,0.0
6789,F,1,D,87,2.07,2,81,15,0,HBACK,0,0.0
6790,M,3,E,100,1.14,4,63,40,0,SEDAN,0,0.0
6791,F,2,C,162,2.67,2,74,32,0,HBACK,0,0.0
6792,F,5,A,71,2.16,3,97,58,1,HBACK,1,1963.63
6793,F,1,B,118,3.97,1,82,17,0,HBACK,0,0.0
6794,F,3,A,73,7.19,1,79,40,0,STNWG,0,0.0
6795,M,4,C,74,3.01,2,93,49,0,UTE,0,0.0
6796,F,2,C,100,3.38,2,87,26,0,HBACK,0,0.0
6797,F,4,B,100,3.15,2,98,49,0,SEDAN,0,0.0
6798,F,2,B,143,3.84,1,85,33,0,HBACK,0,0.0
6799,M,5,C,91,4.23,1,84,58,0,HBACK,0,0.0
6800,F,3,B,146,2.07,2,54,41,0,HBACK,0,0.0
6801,M,3,E,96,4.47,4,78,40,1,STNWG,1,1919.47
6802,M,5,C,48,2.04,2,84,60,0,UTE,0,0.0
6803,M,4,C,100,9.99,4,91,55,0,SEDAN,0,0.0
6804,F,4,C,41,2.28,3,94,51,0,SEDAN,0,0.0
6805,M,2,D,85,1.71,3,96,34,0,HBACK,0,0.0
6806,F,4,E,100,1.89,2,88,50,0,HBACK,0,0.0
6807,F,1,C,94,1.02,2,96,18,0,HBACK,0,0.0
6808,F,2,C,124,2.47,4,81,30,0,SEDAN,0,0.0
6809,M,4,C,88,11.77,1,77,52,0,STNWG,0,0.0
6810,M,5,A,65,3.87,1,70,57,0,SEDAN,0,0.0
6811,F,2,E,55,3.38,2,85,30,0,SEDAN,0,0.0
6812,F,4,B,135,9.81,2,72,48,0,STNWG,0,0.0
6813,F,3,A,100,1.68,3,85,43,0,HBACK,0,0.0
6814,F,3,F,59,5.45,3,85,39,0,STNWG,0,0.0
6815,M,3,A,100,9.23,3,79,43,0,STNWG,0,0.0
6816,M,2,C,100,8.13,1,61,30,0,SEDAN,0,0.0
6817,M,4,A,83,3.38,2,51,47,0,PANVN,0,0.0
6818,M,6,C,89,3.38,3,83,88,0,SEDAN,0,0.0
6819,F,5,B,98,0.93,4,84,60,0,SEDAN,0,0.0
6820,M,6,D,89,4.38,2,83,87,0,SEDAN,0,0.0
6821,F,4,A,50,1.22,4,76,53,0,HBACK,0,0.0
6822,F,4,E,42,4.38,3,75,47,0,UTE,0,0.0
6823,F,4,A,75,0.68,4,46,53,0,SEDAN,0,0.0
6824,F,3,E,100,3.38,2,72,38,0,HBACK,0,0.0
6825,F,5,E,106,2.47,3,59,62,0,HBACK,0,0.0
6826,F,2,A,135,3.92,2,79,35,0,SEDAN,0,0.0
6827,M,3,B,35,1.54,4,85,41,0,SEDAN,0,0.0
6828,F,4,D,100,3.6,4,97,53,0,STNWG,0,0.0
6829,M,3,C,52,1.59,4,81,44,0,HBACK,0,0.0
6830,F,6,C,123,4.51,1,76,108,0,SEDAN,0,0.0
6831,F,3,A,100,3.25,3,51,37,0,SEDAN,0,0.0
6832,M,3,D,115,5.52,1,68,37,0,HDTOP,0,0.0
6833,F,5,B,121,1.8,3,82,58,0,HBACK,0,0.0
6834,M,4,B,86,3.38,2,74,47,0,MIBUS,0,0.0
6835,F,6,C,111,3.38,2,15,89,0,SEDAN,0,0.0
6836,F,2,C,136,3.38,2,93,35,0,HBACK,0,0.0
6837,F,4,B,104,3.04,3,86,54,0,SEDAN,0,0.0
6838,F,3,D,74,3.38,1,31,39,0,HBACK,0,0.0
6839,F,4,C,107,1.98,3,80,54,0,HBACK,0,0.0
6840,M,2,C,100,2.75,3,96,30,0,HBACK,0,0.0
6841,M,2,C,54,4.14,3,59,30,0,HBACK,0,0.0
6842,F,4,B,70,0.69,4,52,54,0,SEDAN,0,0.0
6843,M,2,F,54,5.58,3,88,34,0,STNWG,0,0.0
6844,M,1,C,44,3.38,2,94,17,0,HBACK,0,0.0
6845,M,1,B,95,4.19,2,83,18,0,STNWG,0,0.0
6846,F,4,A,78,2.19,4,66,48,0,SEDAN,0,0.0
6847,F,3,D,161,4.68,2,55,37,0,STNWG,0,0.0
6848,F,5,B,130,1.22,4,83,58,0,HBACK,0,0.0
6849,M,2,C,58,0.51,4,49,28,0,UTE,0,0.0
6850,F,3,D,88,3.22,2,43,45,0,SEDAN,0,0.0
6851,F,5,A,55,2.31,3,97,61,0,HBACK,0,0.0
6852,M,6,C,100,4.6,1,79,65,0,HBACK,0,0.0
6853,F,4,C,117,3.15,2,53,54,0,HBACK,0,0.0
6854,M,4,B,108,1.98,2,92,54,0,HBACK,0,0.0
6855,F,2,E,100,1.64,4,91,26,0,HBACK,0,0.0
6856,F,6,D,81,4.09,3,99,83,0,STNWG,0,0.0
6857,F,4,D,76,3.24,2,85,52,0,HBACK,0,0.0
6858,M,5,D,78,0.99,4,72,58,0,SEDAN,0,0.0
6859,F,2,C,110,1.95,3,75,27,0,HBACK,0,0.0
6860,M,4,C,140,4.17,2,81,54,0,SEDAN,0,0.0
6861,F,2,F,110,3.38,4,74,32,0,STNWG,0,0.0
6862,F,6,A,101,2.21,3,81,90,0,SEDAN,0,0.0
6863,M,2,A,135,3.29,3,74,31,0,PANVN,0,0.0
6864,M,4,C,152,4.14,4,82,47,0,STNWG,0,0.0
6865,M,2,C,98,1.86,4,89,32,0,HBACK,0,0.0
6866,F,2,C,106,3.46,3,88,26,0,SEDAN,0,0.0
6867,F,3,C,153,8.94,3,62,42,0,STNWG,0,0.0
6868,F,1,C,100,4.95,3,88,17,0,STNWG,0,0.0
6869,F,4,E,51,10.35,2,15,48,0,STNWG,0,0.0
6870,M,4,C,130,3.06,2,54,48,0,HBACK,0,0.0
6871,F,4,C,100,2.37,2,68,55,0,HBACK,0,0.0
6872,M,1,A,84,5.31,4,74,25,0,STNWG,0,0.0
6873,M,5,B,167,3.93,2,84,64,0,SEDAN,0,0.0
6874,F,4,A,157,8.62,1,77,45,0,STNWG,0,0.0
6875,F,2,A,92,2.22,4,99,29,0,COUPE,0,0.0
6876,F,4,A,61,3.38,2,83,55,0,HBACK,0,0.0
6877,M,3,B,75,3.63,2,52,35,0,SEDAN,0,0.0
6878,F,4,D,151,7.25,2,86,50,0,STNWG,0,0.0
6879,M,4,D,90,3.38,2,100,52,0,UTE,0,0.0
6880,M,4,C,126,6.44,1,69,51,0,STNWG,0,0.0
6881,F,1,B,144,4.02,4,46,25,0,STNWG,0,0.0
6882,F,4,C,79,3.56,2,91,53,0,SEDAN,0,0.0
6883,F,3,D,83,3.38,2,84,44,0,HBACK,0,0.0
6884,M,4,E,112,7.19,2,81,52,0,HDTOP,0,0.0
6885,F,3,C,67,3.25,4,81,44,0,STNWG,0,0.0
6886,F,4,B,124,2.1,2,73,48,0,HBACK,0,0.0
6887,F,4,C,63,2.52,2,81,50,0,HBACK,0,0.0
6888,F,3,C,4,15.86,1,69,43,0,SEDAN,0,0.0
6889,M,4,C,70,5.16,1,18,47,0,SEDAN,0,0.0
6890,F,5,B,63,3.38,2,67,60,0,STNWG,0,0.0
6891,M,2,A,124,6.7,3,59,34,1,MIBUS,1,1898.72
6892,F,3,C,91,3.51,2,81,42,0,HBACK,0,0.0
6893,F,1,A,148,4.38,2,82,20,0,SEDAN,0,0.0
6894,F,4,D,79,3.38,2,45,53,0,HDTOP,0,0.0
6895,F,4,D,68,0.81,4,53,48,0,SEDAN,0,0.0
6896,F,3,B,107,1.02,4,80,45,0,SEDAN,0,0.0
6897,F,6,A,100,1.02,4,12,88,0,HBACK,0,0.0
6898,M,3,C,190,6.18,1,84,41,0,STNWG,0,0.0
6899,M,3,C,98,3.66,3,20,43,0,HDTOP,0,0.0
6900,M,5,A,69,11.65,2,78,60,0,SEDAN,0,0.0
6901,M,1,A,74,3.38,4,76,19,1,SEDAN,1,1818.19
6902,F,1,C,67,1.95,3,91,20,0,HBACK,0,0.0
6903,M,3,D,57,2.75,4,74,43,0,UTE,0,0.0
6904,F,6,B,145,3.56,2,59,101,0,HBACK,0,0.0
6905,M,2,C,75,4.26,2,45,25,0,HBACK,0,0.0
6906,F,5,C,60,4.21,1,88,62,0,SEDAN,0,0.0
6907,F,5,B,186,3.38,2,81,57,0,HBACK,0,0.0
6908,F,4,D,100,4.38,1,82,51,0,SEDAN,0,0.0
6909,F,3,A,100,6.99,2,90,42,0,STNWG,0,0.0
6910,F,4,C,121,1.94,4,76,46,0,HBACK,0,0.0
6911,M,4,E,99,2.4,3,90,52,0,SEDAN,0,0.0
6912,F,3,C,69,3.92,2,68,40,0,SEDAN,0,0.0
6913,F,1,C,74,3.38,4,77,21,0,STNWG,0,0.0
6914,M,1,A,89,7.86,1,69,25,0,UTE,0,0.0
6915,M,2,A,68,1.68,4,82,31,0,SEDAN,0,0.0
6916,F,2,F,130,4.06,4,99,30,0,STNWG,0,0.0
6917,M,6,C,76,2.37,2,89,67,0,HBACK,0,0.0
6918,F,1,F,66,8.42,2,15,18,0,STNWG,0,0.0
6919,F,5,B,51,3.58,1,97,64,0,HBACK,0,0.0
6920,M,2,A,55,3.6,1,73,28,1,SEDAN,1,2206.24
6921,F,2,C,100,3.38,1,79,25,0,HBACK,0,0.0
6922,F,3,B,71,3.38,3,87,42,0,HBACK,0,0.0
6923,M,6,E,137,3.38,2,93,88,1,STNWG,2,4149.43
6924,F,3,C,73,4.19,2,76,43,0,STNWG,0,0.0
6925,M,6,C,160,14.31,1,91,92,0,STNWG,0,0.0
6926,F,1,D,113,3.63,1,99,23,0,HBACK,0,0.0
6927,F,2,C,73,2.92,2,93,31,0,HBACK,0,0.0
6928,M,3,D,83,2.52,3,87,41,0,UTE,0,0.0
6929,F,2,A,39,4.81,3,42,26,0,STNWG,0,0.0
6930,M,1,B,100,5.07,4,81,15,1,STNWG,1,2193.62
6931,F,5,E,36,3.0,3,79,60,0,TRUCK,0,0.0
6932,M,2,C,83,8.05,3,85,33,0,STNWG,0,0.0
6933,F,5,B,102,1.58,4,68,58,0,SEDAN,0,0.0
6934,M,2,A,80,6.18,1,56,32,0,STNWG,0,0.0
6935,F,3,B,95,3.38,2,88,45,0,HBACK,0,0.0
6936,F,2,F,100,7.44,3,85,26,0,STNWG,0,0.0
6937,M,3,B,100,0.9,4,56,42,0,SEDAN,0,0.0
6938,M,3,C,100,7.92,3,70,37,0,STNWG,0,0.0
6939,F,4,D,97,3.38,2,87,52,0,SEDAN,0,0.0
6940,M,4,A,100,8.94,2,86,52,0,STNWG,0,0.0
6941,M,6,C,117,4.46,2,74,70,0,SEDAN,0,0.0
6942,F,2,C,44,3.31,1,76,35,0,HBACK,0,0.0
6943,F,5,E,97,3.38,2,80,61,0,UTE,0,0.0
6944,M,4,A,76,6.57,3,66,51,1,STNWG,1,1900.55
6945,M,2,B,86,3.81,2,93,27,1,UTE,1,2072.15
6946,M,5,E,53,8.13,2,80,64,0,STNWG,0,0.0
6947,F,2,B,100,3.09,4,89,35,0,SEDAN,0,0.0
6948,F,3,C,83,4.91,2,63,37,0,SEDAN,0,0.0
6949,M,1,A,100,9.2,1,58,25,0,UTE,0,0.0
6950,M,3,A,57,1.64,4,90,41,0,HBACK,0,0.0
6951,F,3,C,147,4.44,1,16,41,0,SEDAN,0,0.0
6952,F,4,A,100,3.56,2,94,54,0,SEDAN,0,0.0
6953,F,6,B,110,3.54,3,88,103,0,STNWG,0,0.0
6954,M,2,C,80,3.01,4,63,30,0,UTE,0,0.0
6955,F,2,B,90,3.38,2,72,30,0,STNWG,0,0.0
6956,M,6,C,66,3.09,2,74,96,0,SEDAN,0,0.0
6957,M,4,E,165,10.9,1,76,48,0,STNWG,0,0.0
6958,F,5,B,71,2.34,4,85,56,0,SEDAN,0,0.0
6959,M,5,A,100,2.31,3,81,59,0,SEDAN,0,0.0
6960,M,3,A,108,2.85,3,98,36,0,SEDAN,0,0.0
6961,F,6,A,114,0.99,4,71,84,0,HBACK,0,0.0
6962,F,3,D,100,3.01,3,78,39,0,HDTOP,0,0.0
6963,F,2,E,74,10.3,1,97,27,0,STNWG,0,0.0
6964,F,3,A,100,1.2,4,17,43,0,HBACK,0,0.0
6965,M,3,A,100,2.7,2,93,44,0,HBACK,0,0.0
6966,F,6,C,134,3.87,2,83,72,0,SEDAN,0,0.0
6967,F,5,C,79,0.82,4,97,59,0,SEDAN,0,0.0
6968,F,2,B,62,3.38,2,89,31,0,HDTOP,0,0.0
6969,F,3,A,97,2.04,3,62,36,0,HBACK,0,0.0
6970,F,4,B,120,4.29,3,82,47,0,UTE,0,0.0
6971,M,4,D,149,5.01,2,69,46,0,STNWG,0,0.0
6972,M,3,B,100,9.78,1,93,40,0,UTE,0,0.0
6973,F,4,B,67,2.1,4,51,51,1,SEDAN,1,1941.2
6974,M,4,A,141,3.38,2,69,45,0,HDTOP,0,0.0
6975,F,2,F,169,4.02,2,83,30,0,UTE,0,0.0
6976,F,3,C,142,6.0,1,95,42,0,SEDAN,0,0.0
6977,F,4,D,48,6.86,1,94,49,0,STNWG,0,0.0
6978,F,2,C,100,2.01,3,90,34,0,SEDAN,0,0.0
6979,M,2,A,108,1.71,3,81,28,0,HBACK,0,0.0
6980,F,4,A,106,6.29,1,79,47,0,SEDAN,0,0.0
6981,F,2,B,136,3.33,2,94,30,0,SEDAN,0,0.0
6982,F,1,F,161,9.63,2,92,19,0,STNWG,0,0.0
6983,M,4,C,32,3.63,2,97,48,0,HBACK,0,0.0
6984,M,6,C,43,3.5,2,92,67,0,SEDAN,0,0.0
6985,F,4,A,65,1.95,3,67,46,0,HBACK,0,0.0
6986,F,2,A,128,5.64,1,54,32,0,HBACK,0,0.0
6987,F,4,D,110,10.65,1,85,53,0,STNWG,0,0.0
6988,F,3,B,74,3.92,2,50,44,0,HBACK,0,0.0
6989,F,1,A,98,2.11,4,87,18,0,SEDAN,0,0.0
6990,F,5,A,100,2.03,3,81,64,0,HBACK,0,0.0
6991,F,2,B,100,3.75,1,81,27,0,HBACK,0,0.0
6992,F,4,C,100,2.96,2,99,48,0,HBACK,0,0.0
6993,M,4,F,68,3.58,4,65,47,1,COUPE,1,1943.8
6994,F,5,A,169,6.74,3,99,62,0,SEDAN,0,0.0
6995,M,6,C,87,3.17,2,84,104,0,SEDAN,0,0.0
6996,M,3,A,100,1.12,4,75,43,0,HBACK,0,0.0
6997,F,2,A,47,1.53,4,93,29,0,SEDAN,0,0.0
6998,F,4,A,72,2.19,4,59,51,0,SEDAN,0,0.0
6999,F,1,B,108,3.38,2,58,18,0,SEDAN,0,0.0
7000,F,2,A,100,4.05,2,57,27,0,STNWG,0,0.0
7001,M,4,A,86,0.82,4,79,47,0,SEDAN,0,0.0
7002,F,5,F,115,3.38,4,20,61,0,STNWG,0,0.0
7003,M,5,C,77,2.39,3,92,57,0,SEDAN,0,0.0
7004,M,5,C,65,3.38,2,81,59,0,UTE,0,0.0
7005,M,4,A,66,3.38,2,79,52,1,HBACK,1,1882.07
7006,M,3,A,59,3.38,2,92,40,0,HBACK,0,0.0
7007,M,5,B,79,7.08,2,83,61,0,STNWG,0,0.0
7008,F,3,D,125,2.75,2,75,37,0,HBACK,0,0.0
7009,F,5,C,100,4.06,2,90,60,0,SEDAN,0,0.0
7010,F,5,B,68,2.34,3,91,63,0,SEDAN,0,0.0
7011,F,3,A,61,12.57,2,92,38,0,SEDAN,0,0.0
7012,M,4,E,67,3.25,4,63,49,0,TRUCK,0,0.0
7013,F,4,E,94,4.28,1,90,55,0,SEDAN,0,0.0
7014,M,2,A,100,9.99,1,56,28,0,STNWG,0,0.0
7015,M,5,A,119,2.73,1,100,64,0,HBACK,0,0.0
7016,M,1,C,64,2.19,3,46,22,0,SEDAN,0,0.0
7017,F,3,C,100,1.47,4,18,38,0,COUPE,0,0.0
7018,F,5,B,61,9.0,3,64,60,1,STNWG,1,1759.91
7019,F,4,C,56,3.34,3,70,54,0,HBACK,0,0.0
7020,F,6,A,154,3.38,1,89,67,0,SEDAN,0,0.0
7021,M,5,A,136,2.76,4,57,56,0,STNWG,0,0.0
7022,M,1,C,137,3.22,3,94,21,0,SEDAN,0,0.0
7023,F,2,C,144,1.9,3,72,33,0,HBACK,0,0.0
7024,M,4,A,65,0.87,2,46,51,1,SEDAN,2,3861.61
7025,M,3,A,148,3.0,4,79,39,0,STNWG,0,0.0
7026,F,6,D,100,5.31,1,81,74,0,SEDAN,0,0.0
7027,M,3,F,99,3.84,4,47,42,0,UTE,0,0.0
7028,F,1,C,100,1.98,3,81,17,0,HBACK,0,0.0
7029,M,5,C,39,3.38,2,35,57,0,SEDAN,0,0.0
7030,F,6,A,76,2.76,2,65,67,0,STNWG,0,0.0
7031,M,2,A,98,3.38,2,66,30,1,STNWG,1,2210.0
7032,M,3,C,104,5.29,3,19,36,0,STNWG,0,0.0
7033,F,3,D,100,3.38,1,57,41,0,STNWG,0,0.0
7034,F,3,A,99,3.38,2,59,36,0,HBACK,0,0.0
7035,F,2,A,104,3.31,2,95,32,0,SEDAN,0,0.0
7036,F,2,F,152,0.94,4,77,26,0,MIBUS,0,0.0
7037,F,4,C,131,5.52,1,81,55,0,SEDAN,0,0.0
7038,F,4,C,175,2.19,2,55,49,0,SEDAN,0,0.0
7039,F,3,C,67,3.38,2,93,37,0,SEDAN,0,0.0
7040,F,4,B,119,8.38,1,27,47,0,SEDAN,0,0.0
7041,M,3,A,100,0.69,4,83,38,0,HBACK,0,0.0
7042,M,2,A,123,2.34,2,97,30,0,HBACK,0,0.0
7043,M,3,E,100,5.45,1,87,43,0,SEDAN,0,0.0
7044,F,5,C,104,1.02,4,99,61,0,HBACK,0,0.0
